Comments,HateSpeech
অভিভাবক না থাকলে যা হয় আর কি ছি,1
বিচার চাই নষ্ট পুরুষ আর নষ্ট নারীর কারাদণ্ড হোক এদের,1
তোমাদের মুখ ঢাকতে পুটকি দেখা যায় আর বড় বড় ডায়লগ দাও ফেসবুকে এসে,1
অতিরিক্ত মেধায় ছটপট করছে,0
লুচ্চা সালা,1
হারামীরা আবার দান সদকাও করে বাহ্ ঈমানদার হারামী,1
দুধের দোয়া তুলসি পাতা কুত্তার বাচ্চারা,1
অনলাইন ফেলাটা ফ্রর্মটারে বস্তি বানাই ফেলছে,1
"লাইসেন্স নিলো, এর পর আঙ্গুল দিবে।",0
অনেক সুন্দর হয়েছে দেখতে,0
এগুন সু দানির পূত,1
ফালতু বেডি বুরি,1
এরা হিংস্র জানোয়ারের চাইতেও জঘন্য,1
আজ অনেক দিন হলো সে আমার সাথে কথা বলে না. অনেক মিস করি কিন্তু কথা বলতে পারি না,0
"সবাই সুন্দর, কিন্তু কুদ্দুসি একটু বেশি সুন্দর ",0
আপু এর চাইতে আপনার উলঙ্গ ছবি আপলোড দিতেন,1
সঠিক উওর দিছে ভাইয়া,0
কেউ বুঝবে না একটা মেয়ে ছেলের কন্ঠে কথা বলতেছে ,0
এ বেটিকে দেশ থেকে বের করে দেওয়া ওচিত মাগি শালিকে,1
হলুদ সাংবাদিক খানকির পোলারা খারাপ ,1
এই কাজ যারা করতে পারে তাদের চোর বললেও ভুল হবে,1
একটা বেজন্মা,1
এখন ৮০% শিক্ষার হয়ে কি লাভ হলো ২০%নের চেয়ে অযোগ্য কাজ করলো।,0
অপু বিশ্বাস না বেহায়া বিশ্বাস নত্তি কি ফালতু বিশ্বাস ভারতীয় নর্ত্যেগে বিধর্মী,1
হাঁচি দিতে গেলেও যে কাপড় খুলতে হয় আগে জানতাম না,0
খানকির পোলা ভিডিও না কইরা আটকানো উচিত ছিল তোর,1
সেটের বাল রনি সেও নেতা হয়ে গেছে না আমার চ্যাটের বাল,1
তোমার তাহলে তো বাল একটাও কাঁচা নেই,1
এদের এই বয়সেই এতো রস আমার কচি বয়সেই নাই দেখেও হিংসা হয় ,0
কাউওয়ার ডাকে সারা দিয়েছে কুত্তালীগ,1
হিরো আলমের গার্লফ্রেন্ড টা খুব সুন্দর ,0
খানকির বাচ্চা নাকি মেধাবী স্টুডেন্ট,1
তার মানি সাকিবের চোখ সাবিলা দিকে গেছে আহ্ দুঃখ হচ্ছে মেয়েটারে খেয়ে ছেড়ে দিবো,0
এই মেয়ে তুমি এত বেয়াদব কেন,1
তুমি লুচ্চামি করবা আর আমরা বললেই দোষ,1
ভারত যদি মুতে দেয় না তাইলে তুই ভেসে যাবি গা ,1
এটা ভোদা নাকি গুহা,1
চোরের মার বড় গলা। বাটপার আবার মোটিভেশনাল বক্তা। শয়তান।,1
এই মাইয়্যার তো অনেক টেলেন্ট রে ভাই ,0
এতদিন শুনে আসছি মেয়েরা ১২বাতারি,1
ফালতু মহিলা ,1
ওরে বাটপার,1
রাতে বুড়া বুড়া বেডার সাথে এক ঘরে রাত কাটাও আবার বল পরকিয়া কি তুমি বুজনা,1
তরা তো ফকিন্নির বাচ্চা,1
এখানে ন্যায়ের সাথে অন্যায় করা হচ্ছে ,1
"যখন কথার আঘাত রুহ অব্দি পৌঁছায়, তখন মানুষ রাগ না করে চুপ হয়ে যায়!",0
ওর ধোন কেটে দিয়েছে,1
মেয়েদের কলা খাইতে হয় বেশি করে।,0
এই ফোন তোর পুটকির ভিতর ঢুকায় দিবো মাদারচোদ,1
এতোদিন শতশত নিরীহ শিক্ষার্থীদের পাখির মতো গুলি করে হত্যা করা হয়েছে তখন তো মুখ দিয়ে একটা কথাও বের হয় নাই,0
ফালতু গল্প যোগ করছে দিন দিন,0
বাল ছিঁড়ে আঁটি বাঁধ। পিনাকী ভট্টাচাৰ্য কে জিজ্ঞেস কর আসল সত্য কোনটা।,1
মাদারচুদ সবটা শুনতে দে,1
দেশের কুসন্তান দালাল,1
নেতারে নেতা মার হেডা ,1
এই বাংলার মাটিতে তাদের কঠোর বিচার হবে ইনশাল্লাহ,0
"চোরের সন্তান, থু।",1
দুই জনের হাসিই প্রায় একই,0
যার হারায় সেই বুঝে হারানো কষ্ট,0
এমন নাচুনী জামাই কোথায় পাবো,0
"খুব সুন্দর একটা ভিডিও, শিক্ষানূলক ভিডিও  ",0
তাঁর আব্বা আম্মা কেমনে আছে,0
হাত মারবো আরেকটু খোলো না ঢুকিয়ে দিই,0
ধার্মিকরা বাটপার হয় না।,0
পরিবারের দুই একজন মানুষ ছাড়া কেউ থাকে না!,0
এর মতন আর খানকিমাগী নেই,1
ভেবেছিলাম কিছুই হবে না এখন দেখি নিঃশ্বাস নিতে কষ্ট হয় হুট করেই বুকের বা পাশে ব্যাথা হয়-কারণে অকারণে কান্না পায় রাত ফুরোয় না তবুও বছর ফুরিয়ে যায় এভাবেই আমার দিন রাত চলে যায়!,0
এদের ব্যবহারে জাতি আজ লজ্জিত।,0
আপু শাকিব খান এর মত নায়ক দের জন্য সমাজ টা নষ্ট হচ্ছে।,1
তোর মারে পোন্দাই,1
বোরকার পরে মেয়ে বলছে কথা সালারা লুচ্চা সাংবাদিক,1
২ বাটপার কই যায়,1
প্রতীক্ষা এক নীরব যন্ত্রনা ,0
এক বছরের ভালোবাসা ভুলে অন্য কাউকে নিয়ে সুখে আছে ,0
ভাই অসাধারণ হইছে অসাধারণ আমাদের বাড়িও বরিশাল ভাই,0
"সব থেকে ছোট টা, সব থেকে বেশি সুন্দর আমার কাছে লাগের।",0
একজন বুদ্ধিমান মানুষ এভাবে টোল করে নিজে ছোট হওয়ার কোন মানে হয় না,0
তোগোরে ফাঁসিতে লটকাইয়া চুদমু,1
ওরা আসলে জারজ মেয়ে,1
এখানে কি আবাল আছে আপনাকে গালি দিচ্ছে।,1
টাকা থাকলে পুরুষ জদি বুড়াও হয় বালো মাল বিয়া করতে পারে।,0
ছিঃ পরিবার কত টা খারাপ হলে বাচ্চাকে খারাপ কথা শিখায় ,1
তোর মার ভাতার এইটা মাদার চোদ এর ভিডিও টা পুলিশ এ দেয়া দরকার,1
চেহারার মধ্যে বাসে দৌলোদিয়া পল্লীর মেয়ে। ,0
সারাটা জীবন তোমার হাত ধরে কাটাতে চাই প্রিয় ,0
দূর ফালতুর বাচ্চা,1
এই মাদরচোদকে খুজে বাহির করে শাস্তি দেওয়া হোক৷,1
গেলো রে গেলো তোর ভাতার।,0
আরে রে রে আমার শরীর জলতাছেরে ইরারে দেইখা।,0
কুত্তা লীগের সর্দার,1
বেজরমার বংশধর ,1
ভিডিও টার লাস্ট টা তো অসাধারণ ছিলো ,0
অনেকদিন পরে খুব মজা পেলাম।,0
সালা ভন্ড ও কিসের কাজ করবে,1
কতটা অসহায় কথা গুলো!,0
"সালারপুতের প্রতিভা আছে,",1
মাজার ভাঙচুরকারীদের দ্রুত আইনের আওতায় আনার জোর দাবি জানাই।,0
টুনটুনি আছে ,1
এই বৌ হচ্ছে পাপের ফসল।,1
লোভে পাপ পাপে প্রেগনেন্ট,0
১৫ লাখ টাকার ছাগল কি তাহলে আপনি কিনছেন ,0
"আসলেই ভালোবাসা সুন্দর,",0
নেংটা পাগলি,1
ভাই লুচ্চার ব্যাটা সরকারের দায়িত্ব আছে,1
"পরিবার থেকে শিক্ষা, এদের মা-বাপ কে গালি দেওয়া উচিত, ",0
"অসাধারণ গায়কী। কি মিষ্টি গলা তোমার! খুব অল্প দিন তোমার গান শুনছি কিন্তু এই সময়ের মধ্যে তোমার গান আমার অন্তর স্পর্শ করেছে। পুরনো দিনের গান তুমি কি অবলীলায় গাও, যেমনি তোমার সুর তেমনি বাচনভঙ্গি। হৃদয়ে দোলা দিয়ে যায়। এই বয়সেই তুমি আমাদের মত সঙ্গীত প্রিয় মানুষের মন জয় করেছ তোমার মিষ্টি সুরের মূর্ছনায়। অনেক বড় শিল্পী তুমি। তোমার জন্য অনেক অনেক শুভেচ্ছা রইলো।",0
চলুন সবাই সবার পাশে থেকে সামনের দিকে এগিয়ে যাই ,0
হালায় যে হারে বিড়ি খায় ও আবার নায়ক হবো,0
ছেড়ে যাইবা যদি ভালো ক্যানো বাস শিলা   ,0
বাইনচোদ ,1
"অবশেষে কিছুই থাকলো না মুগ্ধ করা চাঁদ, প্রিয় ফুল, প্রিয় বন্ধু, এমনকি তুমিও না!",0
ছাত্রলীগের বাবা নেই মা আছে কিন্তু সেই মায়ের অনেক গুলো ভাতার আছে তাই ছাত্রলীগ রাস্তায় জন্ম নিয়েছে তাদের কোন পৃতি পরিচয় নাই,1
শীত শেষ এখন অফার প্রাইস দিয়ে দেন  নাহলে ঘরে উঠায় রাখেন,0
এদের মুখ দেখলে এখন মনের ভিতর শুধু গালাগালি আসে,1
আমিও এমন পরিস্থিতিতে ছিলাম কিন্তু ছেড়ে চলে আসছি,0
"হোতে হবে দুর্গা, বধ করতে হবে অসুর। সে যেই হোক।",0
গাঁজাখুরি পরিসংখ্যান কি করে দেয় বুঝতে পারি না!,1
শেষ কথা গুলো সে-ই,0
ওই বিটিরে কী ধর্ষণ করা লাগে নাকি? ও তো নিজই ঢইলা খুইলা পরে যায়,1
"অসাধারণ গায়কী, তোমার গানের কি প্রশংসা করব, এতটুকু বলতে পারি তোমার গান শোনার পর মন টা ভালো হয়ে যায়  শুভ কামনা রইল.",0
সবকিছুর বিনিময়ে তাকে চাইছিলাম সে থাকতে চায়নি তাই ধরে রাখতে ও পারিনি,0
একজন। তোমারে দিয়ে দুইজন বানাব। বিগত এক ঘন্টা ধরে চুদতেছি। কেউ চুদাতে চাইলে ইনবক্সে আসো।,1
শরীর প্রদর্শন করে তোরা কি পাস?,0
"বোকাচোদা ছেলে, গাল দিচ্ছি।",1
নষ্টতালা নষ্ট নারী যেকোনো চাবি বিয়ে করবে।,1
চাকরানী ছিলো,0
তার মানে কবিরা ডায়নোসর  চিলো,0
মাদারচুত নাটক করো নডিরে বিয়ে কইরে ডং চোদাও বানচুত বিখ্যা করে খায় কাপুরুষ সালা,1
সোনাগাজীর দল,0
শেষ পযন্ত ধর্ম বেইচা দিলি টাকার জন।,0
তুই বাল পাকনামি করিয়া নষ্ট কেন করছ কুকুর,1
কালকের ছেলের ,0
এই চরিত্রহীন মহিলা,1
২ ইঞ্চি গর্তো কে বললো? আমার ৮ ইঞ্চি লাগে ,1
এই মাদার চুদের কি কুন ফেমিলি নাই,1
"বারো ভাতারি মাগির গো এরকম চুল কায়,",1
"তুমি আমার জীবনের সেই অধ্যায়, যাকে আমি আকরে ধরে বাঁচতে চাই সারাজীবন",0
"রাকিব ভাইদের ভিডিও গুলো সত্যি অসাধারণ,",0
কুত্তা লিগ আর পুলিশের মা রে চুদি,1
নিযে একটা নষ্ট মেয়ে,1
বাবা খোর হাতে বেলেট দিয়ে কেটে কি অবস্থা করছে,0
এগুলো নষ্টামি আর কিছুই না।,1
বালের ভিডিও,1
হুম কযজনে ভাবে এই কথা যদি ভাবতো তাহলে কষ্ট দিতো না,0
জয় বাংলা ধর্ষক লীগ জয় লেংটা লীগ,1
এত ভালবাসে বলে নুনু নাই শিখা খেয়ে ফেলছে,0
একজন ছাত্রদলের কর্মী হিসেবে ব্যাপারটা খুবই দুঃখজনক তবে ঘটনার সঠিক তদন্ত করে দুই নেতাকে বহিষ্কার করা উচিত ছিল।,0
লে বেডা মানুষ,0
রোডেনালদো পুদ মেরে দিলাম,1
এত কিছু করতে পারিনি তবে নিজের ইনকামের টাকায় মাকে একদিন রেস্টুরেন্টে নিয়া গেছি,0
তন্নি একটা ফালতু মহিলা এই মহিলার কি বুঝবে বুড়ো বেটার বউ,1
চাচা ভাতিজা মানে মাদারচোত,1
দেখা যাক কয়দিন আপন থাকে। এদের বিন্দুমাত্র লজ্জা নাই।,1
তোদের বিরুদ্ধে ব্যবস্থা নেওয়া হবে অন্যজনের নামে আইডি চালাস,0
এই বাল চাল পুলাপান কেমন মা বাবা জন্ম দিছে,1
এক খাট প্রতিদিন কাপায় না,0
কাকার কি আর দুদু খাবার বয়স রয়েছে,0
যেমন কুকুর তেমন মুগুর ,1
ফেব্রুয়ারি বাদ দেয়া হোক ,0
বোকাচোদা ভক্ত,1
ঈমানদার চোরা চাচার জন্য জাহান্নাম নিশ্চিত হোক ,1
বুনি টা আমার পাগল হয়ে যাবে,0
এত কিছু ভাবার টাইম নাই বাম ভোলা খানকির পোলা উইড়া যা মাঙ্গের পোলা  ,1
আমার বাবার পরে আমার বড় ভাই কে পেয়েছিলাম তাই ত বড় ভাই কে অনেক ভালোবাসি।,0
হালার হালা তোরে ঘুরাইয়া দেব,1
যার হাত ধরলে আমার জীবনে শান্তি মিলে সেই মানুষ টা আমার জীবনে সারাজীবন থেকে যাক!,0
মেনশন দিয়া আর লজ্জা দিতাম না ,0
সবার আগে এইসব দালালী চাটুকার দের আগে শান্তি দেয়া উচিত,1
কুত্তার বাচ্চা ,1
নারী কে সবচেয়ে বেশি কষ্ট দেয় তার শখের পুরুষ ,0
অসাধারণ একটা ভিডিও ,0
চমৎকার একটি ভিডিও দেখলাম ধন্যবাদ,0
বস্তির মহিলা,1
তোর লুচ্চা স্বামীর গায়ে পা না তুলে গলার উপর তুলে দিস আরো বেশি সুন্নত পাবি খাচ্চুনি,1
একজন দারুন অভিনেতা,0
বেয়াদব মেয়ে,1
যাতে বুঝতে পারেন কেন ভালোবাসা উচিত নয়,0
পাগলের সুখ মনে মনে,0
উলঙ্গ হয়ে থাকলে সব চাইতে ভালো হয় তোর জন্য খানকি,1
রাস্তা থেকে জন্ম নেয়া আরেক মাগী সুদা,1
আসমানি ভাবি আর মগা তো বাহ অনেক সুন্দর বাহ বাহ বাহ পোস্ট দাতাকে নোবেল দেও কেও,0
ছেলেরা এগুলো বুজেই না খালি শুধু ডুকানো চিন্তা করে,1
৮ ইন্সি দিয়ে ১ ঘন্টা ডগি স্টাইলে ঠাপাতে পারলেই তুমি আসল পুরুষ,1
এই দেশের থেকে আর কি আশা করা যায়,1
শাউয়ার গান,1
এই সালাগো টিকেট কে দিছে,1
এটা তো পুরাই নোংরামির ডিব্বা,1
চমৎকার হয়েছে রান্না,0
"পুরুষ ধ্বংসের মূল অস্ত্র তার ধোন, বারবার প্রমানিত।",1
উফ বুকের ডেউ রাতের ঘুম কারে ,1
যদি বিক্রি করতে চান তাহলে আমাকে ইনবক্সে নক করেন,0
জঘণ্য মহিলা,1
রুনা খান আবার যৌবন ফিরে পেয়েছে,0
নিজের কপালে নিজে কুরাল মারতেছিস বেয়াদব।,1
"দেশের সেরা লিজেন্ড, জাতীয় পুরষ্কার দেওয়া উচিত। ",0
"ছিঃ ছিঃ ছিঃ অনেক খারাপ মহিলা কোরআন হাদিস মানেনা,সামিকে কথা বলার সুযোগ দিয়ে না। বেশরম মহিলা।",1
জুতা টা কই রে,0
তাহলে তুমি কি তার কাজে মেয়ে ছিলো ডায়নি একটা মেয়ে,1
এই শালী হাসের বাচ্চা,1
বাচ্চা পোলাপান দিয়ে পুটকি মারানো হোক চাচারে নটির পোলায় খুব বারছাল,1
ড্রাইভার এর পোলা ইন্ডিপেন্ডেন্ট ইউভার্সিটিতে পরছে ভাবা যায় এইগুলা!,0
"সব অপরাধ করেছে হাসিনা, করলে হাসিনা কে নিয়ে ট্রল করো।",0
বুড়া বেটি ছিল তাই তুই ভাইরাল ,0
"যোগাযোগ বিচ্ছিন্ন হতে পারে, সম্পর্ক বিচ্ছিন্ন হতে পারে, তবুও ভালোবাসা থেকে যাবে। হয়তো আক্ষেপে নয়তো অপেক্ষায়।",0
সালা বোকা চোদা,1
দূর চোদানির পোয়া ,1
ভাইরে ভাই আমি হাসতে হাসতে শেষবেস্ট বেস্ট  অনেক মজা পাইসি,0
"হট হচ্ছে বুবলি, সাকিবের থেকে বাচ্চা নিয়ে সাকিব কে বাপ বানিয়ে দিলো",1
এবার কি করবে বরবাদ হবে না পালাবে,0
একেবারে বাস্তবিক নাটক টা,0
"ছোট সময় থেকে এক সাথে বড় হইছি একটার দুইটা চকলেট কিনলে দুইজন ভাগ কর খেতাম স্কুলে দুজনে কঠিন মারামারি করলেও বাড়িতে আসলে সেই আগের মতোই চলতাম মনে হতো কিছু হইনাই কিন্তু দেখ আজ কতটা বছর তুই আমাদের মাজে নাই ,শেষ দেখাটাও দেখতে পারি নাই আল্লাহ তোকে জান্নাত নসিব করুক",0
"আমার ভাই আমার ১৩ বছরের ছোট, অসম্ভব ভালোবাসি, পড়াশোনা জন্য দূরে থাকা হয়। বাসায় গেলে সারাক্ষণ আমার সাথে থাকে। আমার জিবনে বড়ো উপহার আমার ভাই ",0
"আগে দ্যাশে আয়, খানকির পোলা।",1
পুটকি তো কালো থাকে ভাই কিন্তু এটা তো লাল ,1
"জান নিজের একটু খেয়াল নেবে, যত্ন নিও, কারণ শরীরটা তোমার হলেও তুমি মানুষটা কিন্তু শুধু আমার, তোমার কিছু হলে আমি অনেক কষ্ট পাবো বুঝলা",0
ভাই লিংগো টা ও কি আলাদা?,0
নষ্ট মহিলা,1
এক নম্বর মুনাফিক ,1
তাহলেতো তোমরা জারজ সন্তান ,1
সেনাবাহিনীর সাথে যা করলো এটি নজিরবিহীন সে বাঁচতে গিয়ে ক্ষমা চাইতেছে তাকে আইনের আওতায় আনা হউক।,0
সত্যি সাদ্দাম মালের লাষ্ট কথা গুলো কলিজায় লাগার মতো বলছে,0
"খুবই চমৎকার আপনার ভিডিও এবং পোস্টগুলি, শুধুমাত্র আপনার কাছেই এত সুন্দর ভিডিও এবং পোস্টগুলি আশা করা যায়, আপনার জন্য দোয়া ও ভালোবাসা, দোয়া করি আরও সামনের দিকে এগিয়ে যান ",0
ভাই অনেক সুন্দর ভিডিও দেখে হাসতে হাসতে পেট ব্যাথা ,0
দারুন হয়েছে ভাই তার মুখে এতো ভিজিট ,0
গান টা শুনে ইমোশনাল হয়ে গেলাম ,0
জানোয়ারের বাচ্চারা ,1
এটা ধোন নাকি তালগাছ ,1
তর দাদারে হাসিনার কাছে বন্ধক রাখ কোটা দিবে,0
কোন জাতি তোমরা? কেমন বংশের মেয়ে তোমরা? কি যোগ্যতা তোমাদের?,0
"মেয়ের তো চট করে বন্ধুত্ব হবেই মা ১২ ভাতারী, মেয়ে তো তার কিছু গুণ পাবেই.",1
"সবার চিল্লা চিল্লি শুনে মনে হয় ধুর বলেই দেই, সেই মুহূর্তে মনে হয় এখন বললে তারাতাড়ি হয়ে যাবে আর একটু পরেই বলি হাহা",0
মালটাকে তো ভালোই লাগে।,0
পানি ডোকেছে মিথ্যা বাদী সয়তান,1
"ড্রাইভার যাচ্ছে বিদেশে, চুদানির পোলা বলে কি?",1
লুচ্চা বিচার করবে কে নিজের ছেলে,1
"আলহামদুলিল্লাহ, অনেক ভালো একটা সিদ্ধান্ত।",0
কুকুরে থে ভোদা চুদা থদেকে হাকি পোলারা,1
বাহ দারুন হয়েছে ভিডিওটা। আমিও সব বুঝতে পারি ,0
পেন্ট খুলে দেখালে ভোলো হতো ,1
পাঠার বিচি ,0
শালা লুচ্চা,1
মায়ের মত এই দুনিয়ায় কেউ করে না আদর করে না এই দুনিয়াতে মায়ের হল সেরা লাভ ইউ মা ,0
মেয়ে মানুষের ১৬ কলা,0
"এ দেশ চালায়ছে কেমনে, মাথায় গু আছে",1
ভালোবাসা সুন্দর যদি মানুষ টা সঠিক হয় প্রতিটি মেয়ে চায় তার বাবার মতো যত্নশীল একজন জীবনসঙ্গী তার লাইফে আসুক ,0
লর্ড বাবার লজ্জা বলতে কিছু নাই তার ,1
নিপুণের পাচার মধ্যে লাথি মেরে এফডিসি থেকে বাহির করে দেওয়া দরকার,1
কুত্তার বাচ্চা ,0
ওতার মারবেল দুইটা কাটিয়া রাখি লাইতো আছিল। নটির পুয়াইত্নে দেশ ধ্বংস করিলাইরা,1
যতোই বলি গরুর চোখ কিন্তু তোর চোখটাই মায়াবী,0
না জানি কোন ফালতু ধর্মের লোক এরা ,1
তুই মরে যাস নাহ কেন?,1
"অপুর পায়ের চটি চেটে সাদা করে ফেলেছে, এই ব্যক্তি।বুবলি একজন শিক্ষিত মানুষ, তার মুখের ভাষা কখনোই এমন নয়।",0
"সব কথায় ফট ফট উওর, অথচ বউদের কথা কথা বললে কিছু জানে না",0
তোর আবেভাগ কয়টা দালাল শালার ঘরের শালা ,1
এক নম্বর বোকাচোদা,1
ভদ্র শয়তান নায়ক ,1
এদেরকে বিচারের আওতায় আনা দরকার,0
বোকাচোদারা সবকিছু নিয়া মজা করে ভিউয়ের জন্য,1
"চুদে দিছে বাংলাদেশ কে, এমন সমন্বয়েকের মায়রে চুদি",1
আপনার ভিডিও গুলো খুব সুন্দর হয়েছে আপু অনেক ভালো,0
তুই চোর আগেই মরলে ভালো হত।,0
এই সমস্ত নোংরা নাটক বন্ধ করে দেওয়া উচিত ,1
লোভী ছোট লোক।,1
ভাত পাইনা খাইতে। কক্সবাজার যায় চুদাইতে।,1
তাজা লাশের গন্ধ নাকের ডগায় রেখে ৫০ বছর আগের শোক পালন করা বিবেকহীনতা ছাড়া কিছুই না।,0
যে খারাপ সে তো চলে গেছে ভালোবাসার আগেই চোরের খনি গর্তে থেকে বেরিয়ে পড়ছে চুরি করছে লুটপাট ঘরবাড়ি জ্বালিয়ে দিচ্ছে এরা কারা এটা কোন চোর,1
পরি মনি সাইজ মেপে দেখাচ্ছে তোর থেকে আমারটা বড়,0
বিয়াদব একটা মেয়ে,1
আমি আর একা হাসতে পারছিনা কেউ আমার সাথে হাসবে প্লিজ,0
এই পাগলাচোদার লগে এতো গুলো কেমনে কি,1
"মনকে সর্বদা শক্তিশালী করে রাখা যায় না, মাঝে মাঝে নিভৃতে একাকী থাকারও প্রয়োজন; নিজের কান্না গুলির বহিঃপ্রকাশের জন্য।",0
সবাই এমন করে জোরে দে জোরে দে,0
আশেপাশের খানকির পোলারা কি দেখে,1
তারা এসব কাজে মজা পাচ্ছে আর পাবলিক মজা নিচ্ছে,0
সাওয়া ঘেমে গেছে দেহি,0
সামর্থ্য নাই সাধ্যের মধ্যে যতটুকু নিজে থেকে চেষ্টা করিমানুষটা ৫ বছর সংসারে বলে নাই আমারে এটা কিনে দেন ,0
সৃষ্টির সেরা জীব কী আমরা এখনো বাস্তবিক অর্থে হতে পেরেছি?,0
এই মুহূর্ত টা সেই মজার,0
স্বপ্নটা আকাশ ছোঁয়ার যেতে হবে বহু দূর,0
হাহাহা এটাই বাস্তব ,0
কেবল তুমি গুছিয়ে দিবে বলে আমি অগোছালো হয়ে যাব আবার! ,0
ওবাইদুল কাদের নামে কোন গুরু নাই।,0
ওর মত বেয়াদবের ধারা সবকিছুই সম্ভব। ,1
"আমার যে মা ছাড়া আর কেউ নেই, ১৯ বছর আগে বাবা কে হারালাম",0
তারা আমার সাথে যুক্ত হয়ে যাও ,0
এত সুন্দর একটা সংসার রেখে কুত্তার বাচ্চা এমন টা কেন করছে,0
গরমে উফ বললেই তো আউট,0
যেমন কর্ম তেমন ফল,0
কুকুররের সাথে তুলনা করলে কুকুর কে অসম্মান করা হয় এদের কারো সাথে তুলনা করা যায় না নিকৃষ্ট,1
সালা লুচ্চা,1
তোর অবস্থা হাহাহ,0
এইগুলার ভালোবাসা বাসি ছাড়া আর কোনো কাম নাই! নির্লজ্জ বেহায়া গুলা!,1
এই নাটকটা আরো একজন করছিল কেউ বলতে পারবেন তার নাম থাক আমি বলে দেই নাফাইসা নিশা ,0
ছেলেদের ধন খাড়া করতে ,1
আলহামদুলিল্লাহ অগ্নিকন্যা ,0
শিশুদের খাদ্য ঢেকে রাখা উচিত,0
তুই তো লুচ্চা তোর কাছে তো ভালো লাগবেই,1
সব আওয়ামী লীগের দালাল।,1
চলছে গাড়ি যাত্রাবাড়ী ,0
তোর বোইন তো তোর মতন শিক্ষা লাভ করেনাই,0
হাহা খুব সুন্দর অসাধারণ ভালো লাগলো,0
জাতির লুচ্চা জামাই নাজিম,1
মেধাবী মাল,0
পম পম ,1
হালারপুত চ্যানেল আর হারে হারামজাদা উপস্থাপক।,1
বেজন্মা কুত্তার বাচ্চা জন্ম ঠিক নাই,1
আইই সালা শুয়ারের বাচ্চা একটা ,1
বুড়ির দম আছে বলতে হবে,0
এই চুর গুলো তো দেশেই রয়ে গেল আহ জাতি অচিরেই বুজতে পারবে কি হারিয়েছে,0
সত্যি অসাধারণ! ৫০০ টাকা দিয়ে ৭০০০ টাকা পেয়েছি।,0
তুমি কি চুদে দেবে,1
চুদা মানুষ এ ভালোই খাও মাদারবোর্ড,1
ঠিক আছে একেবারে ,0
থুথু দিয়ে শুভেচ্ছা জানালাম তোদের এই স্বাধীনতা কে।,1
"নিজের মায়ের কষ্টের কারণ হয়ে দাঁড়িয়েছি, মায়ের মুখে আমার মৃত্যুর কথা শুনেছি, একটা মেয়ে হয়ে এর থেকে বড় পাওয়া আর কি হতে পারে ",0
"তুই ব্যাটা চোর,দূর্নীতিবাজ।",1
বাংলা রেমিটেন্স যোদ্ধা ,0
চুদানির সমন্বয়ক,1
তদের এতো চুলকায় কেন,0
চোখ দুটো একসাথে করলে মাঝখানে যে ছিদ্র হয় ওটাই বুঝাইছে আর কি ,0
এই শালী বেহায়া,1
